PET,AUTO,BABY,DELI,GIFT,MISC,TOYS,DAIRY,BAKERY,FLORAL,ALCOHOL,HOLIDAY,OUTDOOR,PRODUCE,SEAFOOD,ACTIVITY,CLOTHING,COSMETICS,DRY_GOODS,HOUSEHOLD,MEDICATION,ELECTRONICS,FROZEN_FOOD,MEAT_BEEF,MEAT_PORK,CANNED_GOODS,MEAT_OTHER,BULK_PRODUCTS,MEAT_TURKEY,PERSONAL_CARE,GROCERY_STAPLE,MEAT_CHICKEN,MEAT_POULTRY,MEAT_SAUSAGE,SPECIALTY_FOOD,BEVERAGE_WATER,MEDICAL_SUPPLIES,TOBACCO_PRODUCTS,SEASONAL_PRODUCTS,INTERNATIONAL_FOOD,BEVERAGE_NON_WATER,IN_STORE_FOOD_SERVICE,Total
0,0,0,40,7,2,0,161,177,2,18,4,2,583,22,0,0,14,69,261,35,9,166,34,1,55,67,6,28,98,1259,51,0,35,1,71,0,0,0,72,176,104,14974.33
2,0,10,14,8,3,2,156,66,8,70,8,11,193,5,0,0,2,32,69,5,0,112,5,4,51,26,2,9,22,372,29,0,5,8,17,0,0,2,35,79,25,5411.13
15,0,0,19,4,0,0,280,73,4,3,0,0,53,1,0,0,0,41,15,8,0,231,1,1,68,16,0,1,15,348,2,0,12,5,36,0,0,0,13,65,23,3109.53
0,0,16,19,1,1,0,28,98,0,6,5,1,218,21,0,0,0,11,41,0,0,122,10,0,3,8,3,0,1,318,34,0,2,0,8,0,0,0,3,44,35,3585.76
0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,35.12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.99
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.48
33,3,6,67,36,16,3,351,175,14,39,11,1,312,26,4,2,19,107,210,35,1,527,84,4,129,35,2,3,122,843,36,3,31,0,36,0,4,0,86,230,88,15295.23
126,13,3,43,2,0,0,540,139,1,13,1,2,201,12,1,6,0,86,208,56,0,579,26,22,78,67,4,3,66,877,43,23,49,7,23,0,0,0,81,408,111,13137.89
0,0,0,2,2,0,0,9,3,3,9,0,0,43,0,0,0,1,5,9,1,0,0,0,0,4,6,0,1,8,41,5,0,1,0,1,0,0,0,4,2,6,605.92
16,0,3,24,36,10,26,444,160,5,65,9,12,390,0,3,6,10,128,232,34,0,202,86,9,169,69,2,1,142,1115,19,0,30,22,10,0,0,6,45,154,35,13162.52
13,1,1,40,6,0,0,139,58,2,7,3,1,295,31,1,0,2,41,84,3,0,154,36,13,72,32,1,3,52,639,34,0,17,10,21,0,0,0,28,57,27,9013.14
66,1,0,50,5,1,3,208,206,8,2,2,3,367,11,1,5,0,27,89,26,0,296,0,0,68,33,0,0,27,973,2,0,5,12,0,0,0,1,3,156,61,8153.25
0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,2,0,101.72
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,81.27
3,0,2,0,4,0,0,2,0,1,0,0,0,0,0,0,3,0,3,0,3,0,5,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,3,1,277.31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59
53,0,2,19,20,46,0,273,88,20,27,3,14,603,87,1,1,4,7,81,5,0,145,2,1,22,9,69,10,55,696,41,3,14,9,16,1,0,0,21,54,470,14024.32
70,0,0,27,12,6,0,103,48,1,33,4,4,267,0,0,2,6,16,196,15,1,106,29,17,16,6,2,11,111,491,18,0,20,1,51,0,0,0,36,129,12,10268
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.31
0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,53.9
9,0,9,40,12,0,0,80,128,3,8,0,0,194,22,0,0,0,55,15,8,0,158,60,31,84,54,0,6,5,465,44,0,37,4,10,0,0,0,8,115,20,7549.95
4,4,6,20,1,3,4,119,49,7,4,1,0,195,0,0,2,4,36,38,16,0,14,39,6,50,34,4,8,22,368,35,0,21,4,48,0,0,0,17,142,19,5612.81
0,1,51,17,29,3,0,163,33,4,8,0,2,591,32,0,1,5,47,108,15,0,145,5,4,36,31,1,14,77,410,44,2,13,2,5,0,0,1,63,113,10,7259.48
0,1,0,2,18,1,0,109,22,14,71,1,1,229,31,0,1,2,41,86,14,0,65,21,9,22,14,5,0,30,396,38,14,8,1,45,0,0,0,27,64,35,5425.99
7,2,1,9,0,5,1,59,93,0,0,1,0,57,7,3,3,0,15,49,2,2,79,15,2,15,21,5,0,14,216,4,0,0,0,8,0,77,0,30,335,35,6920.92
15,5,15,87,8,2,3,254,81,10,79,3,5,288,4,4,9,22,139,138,95,2,303,87,17,115,57,2,10,113,871,37,0,1,68,138,0,0,7,26,306,8,12229.57
0,0,1,6,22,3,0,189,13,0,5,1,0,397,8,0,0,1,26,62,15,0,94,16,3,31,10,9,6,54,491,15,0,9,0,5,0,0,0,24,92,10,5715.99
46,1,14,9,62,11,0,310,47,22,2,2,3,733,31,0,1,8,44,233,54,0,274,10,11,38,17,13,15,101,578,26,0,6,16,100,0,0,1,22,41,64,10721.95
2,0,0,5,12,1,2,342,105,0,52,0,0,784,1,0,1,10,37,37,7,0,95,6,9,31,14,10,8,17,538,2,1,9,0,6,0,0,1,47,25,98,7970
0,11,72,25,26,13,0,94,159,2,40,14,2,300,91,3,1,3,63,258,20,2,331,33,10,68,54,1,20,79,1008,88,2,28,8,100,0,0,0,15,352,93,12032.15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.24
153,2,6,139,45,2,2,313,177,12,14,0,3,277,29,1,1,23,129,392,38,0,285,84,10,124,122,81,5,137,992,37,0,3,0,15,1,2,0,115,200,24,19992.67
0,0,1,51,7,2,0,110,169,1,0,2,0,87,14,0,0,0,73,144,2,0,146,39,14,96,29,12,4,67,592,14,0,18,21,0,0,0,0,6,102,7,7908.79
7,0,0,18,1,1,0,41,78,3,23,0,0,133,3,1,0,4,34,44,3,0,80,58,28,40,25,12,1,19,299,23,0,17,0,49,0,0,0,62,66,5,3159.13
14,2,4,22,0,3,1,171,87,9,55,0,0,446,26,0,1,1,63,31,7,0,173,17,1,64,31,3,8,33,656,7,0,6,27,97,0,2,2,107,373,36,8097.35
0,5,0,3,4,1,0,35,61,0,154,0,0,43,0,0,3,2,0,79,17,6,383,0,0,16,0,12,0,286,850,135,0,0,36,123,0,0,0,26,256,33,5187.86
1,0,2,9,1,1,0,143,44,3,31,3,1,269,1,0,2,2,19,39,2,0,61,24,5,26,7,1,1,18,260,11,0,10,0,30,0,0,0,16,40,1,2689.02
11,14,27,63,17,5,4,336,182,37,179,7,2,948,19,1,3,7,121,251,36,2,330,60,19,42,33,4,1,137,1309,117,1,6,4,103,0,184,5,123,324,150,17770.23
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,43.47
7,3,1,4,1,9,0,140,10,2,44,2,2,393,8,3,6,9,14,71,37,0,44,7,5,13,6,1,11,63,443,6,0,4,4,56,0,0,0,55,89,27,5478.21
187,0,318,1,7,3,0,313,98,1,65,0,2,637,38,1,0,2,126,137,28,1,554,9,4,131,24,9,1,90,814,18,0,5,59,86,0,0,0,87,130,119,9981.31
109,7,3,38,7,3,0,247,37,0,443,1,2,260,29,2,1,1,14,215,141,0,308,7,2,26,12,5,1,118,532,5,0,3,39,393,0,0,0,60,286,102,15832.27
5,0,175,66,2,3,3,229,201,2,34,4,0,73,0,0,0,0,25,56,50,3,267,22,13,21,19,0,0,61,830,4,0,14,0,14,0,14,3,21,352,6,10767.04
37,5,5,6,1,4,0,60,55,1,3,0,2,330,20,0,0,0,13,75,5,0,25,12,17,36,17,1,0,95,232,64,0,3,0,41,0,0,0,26,186,0,4599.1
4,0,0,110,17,2,0,238,212,0,9,0,0,400,3,0,0,2,113,76,18,0,377,29,4,267,191,2,77,34,1053,62,2,43,0,2,0,0,0,50,101,38,9871.31
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,2,0,0,0,0,1,0,84.44
0,0,5,0,0,0,0,56,15,0,6,0,1,363,0,0,4,0,2,140,66,0,12,5,0,27,8,0,0,45,216,10,0,0,0,0,0,0,0,116,108,0,3795.99
1,0,2,9,7,0,0,249,200,2,186,0,0,626,59,1,0,0,29,57,19,0,197,33,24,48,17,1,2,49,468,118,0,0,0,2,0,0,0,5,37,181,12887.83
0,0,86,33,10,2,2,261,111,5,11,0,0,249,14,0,0,0,107,128,13,0,213,6,13,77,13,0,5,41,754,37,0,3,9,34,0,2,2,63,159,28,9552.55
0,0,0,1,0,0,0,2,1,0,1,0,0,3,0,0,0,0,4,0,0,0,3,1,0,2,0,0,2,0,18,0,0,1,0,0,0,0,0,2,2,0,131.2
34,0,0,5,3,3,0,245,173,1,0,1,1,343,0,0,14,3,44,171,2,0,11,202,19,125,97,2,0,68,431,84,31,73,0,90,0,0,0,62,121,8,12590.07
6,0,2,36,2,0,0,235,104,0,71,3,0,540,13,0,0,3,188,94,19,0,124,18,9,64,12,3,3,36,507,19,2,3,0,50,0,1,0,47,98,24,7282.74
40,3,3,60,11,15,10,352,288,19,73,11,1,154,3,1,25,12,92,126,17,12,236,51,6,48,40,19,0,113,1351,52,0,18,3,46,0,65,6,44,354,71,11535.82
1,1,1,4,3,0,0,12,15,0,11,1,1,22,7,0,2,0,21,27,5,0,15,6,5,6,3,0,3,5,89,1,0,3,0,4,0,4,0,12,30,9,1430.54
0,0,49,54,2,14,1,358,145,14,1,2,0,299,9,0,0,0,50,138,6,0,164,10,6,44,75,5,7,14,1058,69,0,55,1,24,0,0,2,186,184,13,8089.44
0,1,72,64,6,11,6,356,223,10,12,7,1,479,1,1,0,8,58,251,17,0,84,84,9,129,68,2,0,247,1225,43,0,11,0,42,0,24,1,185,161,10,13567.52
0,0,1,1,0,0,0,2,0,0,5,4,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,121.88
237,0,19,2,1,19,0,648,207,4,15,1,1,566,2,0,1,1,50,105,43,0,246,4,5,145,5,47,0,185,1102,1,0,0,38,123,0,1,4,35,64,21,9362.19
3,0,0,37,5,0,0,106,81,4,53,0,1,70,5,0,0,0,55,36,20,0,173,15,5,55,4,22,0,17,439,19,0,6,2,4,0,0,0,16,67,58,4250.23
55,8,105,41,20,12,4,531,155,1,35,11,4,426,13,2,4,4,186,275,24,0,258,76,9,180,43,2,15,99,932,44,6,23,1,113,0,13,12,100,178,98,13801.31
20,1,2,42,29,29,11,329,212,7,15,12,0,648,28,0,2,3,96,234,21,0,125,109,43,154,22,1,7,104,1168,70,0,20,1,125,0,0,3,84,162,84,12111.93
41,0,4,70,11,24,11,303,300,10,154,3,7,434,19,0,8,10,98,342,23,2,301,63,28,62,67,15,2,247,988,57,1,44,10,57,0,4,17,111,275,188,19109.26
97,0,1,58,5,4,0,115,126,4,5,4,6,204,7,2,0,1,36,191,5,0,176,28,10,41,62,5,1,48,338,43,3,50,1,33,0,1,0,22,44,56,7748.94
0,0,11,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.96
1,2,5,200,17,12,5,451,113,24,198,9,4,1570,99,5,0,5,46,277,60,0,123,66,8,40,30,0,118,202,890,166,0,11,7,246,0,3,11,89,276,104,28658
0,0,49,16,5,1,0,89,32,8,5,0,2,59,2,0,0,0,21,23,1,0,90,4,1,4,4,5,4,2,229,8,0,16,2,15,0,0,0,16,81,4,4214.47
2,0,0,102,16,3,0,164,353,12,10,0,1,114,10,0,0,1,66,187,14,1,404,63,35,52,24,11,3,101,805,73,19,21,0,68,0,0,0,28,135,32,10105.08
340,1,0,2,27,11,0,75,129,1,10,1,22,826,180,1,2,7,54,638,45,0,60,36,29,90,10,0,86,103,1103,106,0,12,1,144,0,0,0,4,136,135,19340.17
6,0,24,75,13,9,0,210,276,0,12,7,3,364,14,0,2,4,128,139,10,2,233,129,52,196,71,3,1,74,743,47,0,21,1,16,0,3,0,39,158,22,11626.46
1,4,7,84,8,1,0,198,64,11,0,5,0,204,12,0,1,3,31,123,34,0,64,32,8,37,19,9,1,81,459,28,2,14,11,45,0,0,3,24,76,55,7823.19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99
5,1,0,22,0,0,0,187,39,2,22,0,0,71,2,0,0,0,28,15,5,0,103,27,9,26,33,4,2,4,200,6,0,12,2,47,0,12,0,29,98,22,2886.14
10,2,2,35,38,9,0,204,175,4,61,29,7,179,17,0,2,2,133,330,23,0,232,25,11,84,26,7,0,147,741,64,2,8,0,1,0,0,0,11,157,63,8259.18
28,11,17,4,2,10,1,88,80,1,13,0,0,81,20,1,2,3,22,267,8,0,126,6,3,24,33,0,6,161,498,30,1,15,1,14,0,0,1,7,92,17,3625.71
125,10,3,100,33,12,8,324,182,3,37,9,3,541,19,3,15,84,86,301,25,1,133,33,4,105,32,2,0,171,805,50,0,25,1,87,4,0,0,56,138,80,15665.99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20.58
0,0,1,10,4,0,0,75,42,0,2,0,1,187,2,0,0,1,15,45,2,0,51,12,2,25,33,0,3,21,216,35,0,9,2,31,0,0,0,6,69,3,2452.52
11,1,131,27,5,4,29,283,226,43,13,3,27,117,66,1,3,0,79,163,8,3,200,47,18,75,56,1,10,38,1036,28,1,39,0,61,0,95,6,25,364,11,9664.04
1,0,0,3,4,1,0,12,3,0,2,0,0,39,0,0,0,1,35,14,0,1,9,2,0,5,0,1,0,17,60,4,0,0,0,0,0,0,0,0,11,12,827.56
0,7,0,66,3,4,0,196,204,4,15,0,0,236,37,1,3,0,119,107,11,2,131,38,9,37,18,18,3,32,811,70,0,92,0,28,0,0,1,88,176,50,7188
21,1,0,15,1,1,0,188,101,0,1,0,0,174,23,0,0,0,57,91,13,2,113,60,14,48,54,10,2,99,551,22,3,18,3,58,0,50,0,53,155,77,7781.63
0,0,1,19,8,1,0,161,66,3,17,1,1,198,6,0,0,0,12,8,5,0,94,2,6,41,28,8,22,5,318,67,3,18,1,7,0,1,0,9,14,42,3125.89
29,0,9,125,120,0,2,251,162,9,63,6,0,726,24,0,0,4,147,434,43,0,137,137,79,51,33,31,7,235,942,119,2,60,0,463,0,1,1,33,150,102,17125.12
35,0,10,9,5,0,0,216,127,1,10,0,0,224,36,0,0,0,25,80,44,0,117,2,10,22,9,0,20,4,420,30,5,4,2,22,0,0,0,7,54,26,6315.77
1,1,116,40,0,8,1,196,124,1,26,0,0,302,42,1,0,0,179,90,31,0,257,49,4,106,28,0,16,10,1008,69,0,36,4,52,0,0,0,19,202,7,12795
148,2,1,38,9,17,1,307,93,4,13,2,3,407,8,2,27,22,86,149,23,1,341,40,18,117,20,0,4,108,809,33,5,14,11,26,0,2,0,48,67,89,13718.43
45,0,1,32,31,2,0,150,78,7,114,2,1,127,12,1,2,2,85,205,18,1,170,11,2,56,41,15,0,54,611,24,0,37,2,17,0,71,0,24,234,21,6810.34
94,0,10,52,24,0,5,167,85,60,50,10,0,372,4,0,0,3,59,101,11,0,113,2,1,25,18,16,12,37,566,39,1,4,5,77,0,1,0,75,121,24,10783.65
0,0,0,1,0,0,0,9,9,0,1,0,0,12,0,0,0,0,1,2,0,0,1,0,1,0,2,0,0,0,34,0,0,2,0,0,0,0,0,1,5,1,296.16
26,6,24,33,2,15,27,182,59,0,30,10,3,77,5,1,0,0,44,122,23,0,231,70,10,40,27,2,0,27,624,14,2,18,3,162,0,5,2,34,641,26,10912.41
0,1,111,19,0,6,2,68,90,0,6,0,0,89,16,0,2,2,60,174,15,0,145,9,4,55,42,0,3,39,607,39,0,21,2,44,0,1,4,20,268,4,6187.6
0,0,1,1,0,0,0,19,38,1,3,0,0,62,6,0,0,0,9,16,1,0,84,6,3,20,9,0,8,4,220,39,0,8,0,2,0,0,0,2,55,3,2487.3
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21.2
6,0,70,22,8,6,5,216,61,3,51,6,0,206,9,0,8,10,46,119,13,12,332,11,6,56,13,4,6,52,698,20,0,4,5,67,0,2,1,14,270,84,9640.31
55,0,0,13,1,31,2,195,73,0,22,1,0,79,36,0,0,0,24,20,0,0,139,75,0,49,36,0,0,8,221,49,0,6,1,3,0,2,0,6,41,12,5619.14
274,3,2,25,11,12,0,136,136,8,31,4,5,224,9,1,1,6,47,115,16,2,39,44,13,78,65,1,3,63,452,35,0,8,0,151,0,2,3,38,32,21,7833.94
1,0,5,38,11,13,0,163,108,6,35,0,2,370,7,0,1,1,12,206,6,1,52,11,10,38,4,9,0,77,460,20,0,6,19,93,0,0,1,9,74,147,13090.89
0,1,0,37,0,2,0,64,39,0,21,0,0,241,51,0,0,1,15,31,1,0,35,28,3,8,18,31,9,26,153,47,2,21,0,3,0,0,0,23,38,50,4064.5
0,1,3,47,16,18,6,391,310,3,0,3,4,456,6,0,9,15,56,194,11,1,158,40,8,48,35,18,3,147,1120,44,3,7,1,29,0,0,3,42,220,59,12387.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.79
344,0,8,34,42,7,1,127,181,1,5,5,2,321,3,0,1,10,60,270,26,2,129,39,19,92,15,3,4,79,686,22,2,13,2,0,2,0,0,5,28,91,8985.39
0,0,0,0,1,0,0,21,32,0,9,0,0,19,0,0,0,0,0,0,23,0,6,0,0,0,1,0,0,6,37,0,0,0,0,0,0,26,0,8,48,22,871.66
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.07
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.82
0,0,0,0,2,0,0,8,0,2,9,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,194.19
0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,27.8
0,1,0,1,0,0,0,4,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,73.6
0,0,3,7,2,5,0,162,69,0,1,1,0,199,7,0,5,0,6,40,34,0,66,18,4,41,19,0,1,66,395,29,0,8,0,10,0,0,0,7,35,48,5752.68
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12.32
0,0,2,1,0,0,0,2,3,0,1,0,0,5,0,0,0,0,2,5,0,0,0,1,0,0,1,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,81.32
509,1,56,52,73,96,29,286,247,41,26,63,43,233,61,3,77,41,161,475,90,5,240,108,50,179,71,38,5,171,1032,58,2,67,2,350,8,0,18,37,251,113,20535.68
0,0,0,3,0,0,0,9,2,0,1,0,0,6,0,0,0,0,1,2,3,0,1,0,1,2,0,0,0,1,16,1,0,1,0,0,0,0,0,3,3,0,177.03
0,0,0,2,0,0,0,4,4,0,2,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,107.99
0,2,0,73,3,0,0,262,204,3,51,0,0,363,49,0,0,0,86,60,7,0,92,67,27,77,78,4,15,14,698,75,0,87,5,33,0,5,0,53,294,23,12632.83
0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,242.51
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,29.29
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16.73
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18.26
0,0,0,1,0,0,2,1,1,0,0,13,0,3,0,0,13,0,1,4,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,167.66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98
0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,32.81
1,2,0,12,0,0,0,27,12,1,2,0,0,35,0,0,0,2,27,30,0,0,15,0,2,3,1,2,0,24,125,7,0,4,0,0,0,0,0,3,1,6,1371.5
0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,4,1,0,3,0,0,0,0,0,0,0,0,170.64
1,1,1,58,0,3,0,163,146,0,17,0,1,164,31,0,0,0,22,36,29,0,271,49,42,53,58,0,3,5,297,50,2,48,3,11,0,0,0,9,83,25,3836.2
17,0,0,10,79,2,1,78,48,7,18,1,2,105,0,0,1,2,18,84,7,0,31,21,0,26,13,8,1,37,269,8,1,5,0,27,0,0,1,16,46,11,4193.61
114,0,1,63,3,4,0,253,41,0,98,0,1,311,47,0,0,14,50,174,21,1,121,11,6,60,69,11,4,102,563,35,3,34,9,0,0,41,0,9,35,22,11660.53
13,0,4,84,22,0,3,103,63,11,10,4,5,129,22,0,0,3,34,48,19,0,80,44,22,29,34,14,1,29,637,8,0,22,4,11,0,1,0,16,78,121,7156.98
4,0,2,57,63,2,1,1390,209,49,79,4,15,997,162,1,9,21,84,253,35,1,352,30,40,76,41,17,7,263,1001,69,6,42,2,15,0,0,1,124,184,79,17150.61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16.2
9,0,2,53,25,6,4,361,128,0,13,5,2,633,14,1,16,5,60,80,47,1,162,2,2,42,14,6,25,84,709,51,0,20,1,7,0,0,5,69,126,32,9970.03
0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,15,1,0,7,1,0,0,0,0,0,5,14,0,0,0,0,0,0,0,2,0,0,0,166.25
6,0,36,123,4,0,0,355,137,1,18,0,0,486,22,0,0,3,55,59,2,0,218,40,14,70,39,58,36,20,921,72,1,25,0,37,0,0,0,74,144,65,10651.92
0,0,0,91,23,9,2,369,197,4,27,5,3,507,10,0,4,8,60,119,23,2,62,17,8,77,23,45,2,81,895,14,0,21,1,17,0,7,4,42,180,70,9883.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,71.55
1,0,14,10,3,0,0,214,146,3,140,0,0,438,4,0,0,0,55,7,2,0,191,22,11,34,14,0,1,1,416,6,1,13,1,15,0,0,0,59,75,28,5844.29
8,0,1,3,8,2,0,23,6,0,1,1,0,19,0,0,0,2,8,23,0,0,43,0,0,4,1,0,0,25,72,1,1,1,0,8,0,0,0,0,10,6,1101.64
24,7,0,23,23,13,1,188,152,2,13,2,4,355,5,0,0,9,121,115,37,0,316,54,10,60,50,3,0,93,761,32,1,11,0,67,4,0,1,32,88,45,8088.53
2,0,0,6,4,2,0,4,4,1,0,0,0,8,2,0,0,0,6,2,1,1,11,0,0,1,2,0,0,3,43,4,0,0,0,8,0,0,0,1,32,6,360.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5
24,6,2,33,6,11,4,380,130,6,299,6,7,364,16,1,1,6,200,369,28,0,183,112,5,143,55,4,0,62,1048,112,0,27,7,40,0,176,3,86,181,10,16958.17
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17.22
16,0,0,22,25,3,0,116,78,0,3,2,2,423,18,0,1,0,47,49,49,0,193,106,10,51,18,0,0,15,593,55,1,49,0,6,0,0,0,36,22,59,7845.22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.99
44,2,3,2,2,12,0,247,104,4,1,0,1,29,0,0,3,11,50,123,15,0,385,30,11,31,24,0,0,82,637,26,0,6,1,10,0,0,0,8,133,16,5382.29
159,0,3,69,4,2,0,360,126,60,64,0,3,768,39,0,0,0,74,72,4,0,188,104,57,135,50,48,0,21,685,73,8,88,7,17,0,2,0,64,70,41,9412.85
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.99
2,0,0,111,14,1,0,320,98,12,58,1,3,498,1,1,4,7,148,118,31,0,97,54,20,77,20,4,40,119,854,23,0,20,5,18,0,0,0,93,54,84,10040.33
0,0,0,26,1,1,0,221,244,0,12,0,1,231,14,0,0,0,32,50,5,0,135,31,26,73,40,0,0,10,354,13,7,20,21,3,0,0,0,1,46,41,4349.35
94,5,6,13,10,2,0,235,111,0,34,0,15,343,28,3,5,15,132,401,67,0,33,85,39,256,190,0,2,183,664,25,1,19,1,5,1,0,1,47,118,5,9719.63
1,0,0,29,1,1,0,23,51,0,2,0,0,64,0,0,2,6,2,42,2,1,14,0,2,18,0,17,0,16,111,4,1,0,3,7,0,0,0,0,31,10,1843.98
41,0,6,29,34,13,5,174,305,58,9,20,17,187,2,2,11,16,65,335,11,7,366,14,13,81,37,7,2,192,1086,47,13,7,0,50,0,0,0,0,224,113,12413.58
